Angle,Intensity
32.980478181,0
32.988833815,4
32.99718945,8
33.005545084,0
33.013900719,2
33.022256353,1
33.030611988,4
33.038967622,1
33.047323257,2
33.055678891,4
33.064034525,1
33.07239016,5
33.080745794,1
33.089101429,4
33.097457063,1
33.105812698,5
33.114168332,2
33.122523967,1
33.130879601,1
33.139235236,1
33.14759087,2
33.155946505,5
33.164302139,5
33.172657774,0
33.181013408,5
33.189369043,4
33.197724677,4
33.206080312,1
33.214435946,0
33.222791581,4
33.231147215,2
33.23950285,8
33.247858484,2
33.256214119,4
33.264569753,1
33.272925388,4
33.281281022,1
33.289636657,2
33.297992291,2
33.306347926,1
33.31470356,1
33.323059195,5
33.331414829,1
33.339770464,4
33.348126098,1
33.356481733,0
33.364837367,2
33.373193002,0
33.381548636,5
33.389904271,6
33.398259905,1
33.40661554,0
33.414971174,5
33.423326808,5
33.431682443,2
33.440038077,2
33.448393712,6
33.456749346,5
33.465104981,1
33.473460615,4
33.48181625,1
33.490171884,5
33.498527519,0
33.506883153,4
33.515238788,1
33.523594422,5
33.531950057,6
33.540305691,2
33.548661326,6
33.55701696,5
33.565372595,2
33.573728229,1
33.582083864,2
33.590439498,1
33.598795133,0
33.607150767,9
33.615506402,4
33.623862036,5
33.632217671,4
33.640573305,0
33.64892894,8
33.657284574,0
33.665640209,5
33.673995843,2
33.682351478,5
33.690707112,6
33.699062747,5
33.707418381,6
33.715774016,4
33.72412965,1
33.732485285,1
33.740840919,4
33.749196554,5
33.757552188,5
33.765907823,5
33.774263457,1
33.782619092,6
33.790974726,2
33.79933036,4
33.807685995,4
33.816041629,5
33.824397264,6
33.832752898,1
33.841108533,0
33.849464167,4
33.857819802,1
33.866175436,5
33.874531071,0
33.882886705,2
33.89124234,5
33.899597974,2
33.907953609,5
33.916309243,5
33.924664878,4
33.933020512,1
33.941376147,4
33.949731781,2
33.958087416,2
33.96644305,2
33.974798685,2
33.983154319,6
33.991509954,1
33.999865588,5
34.008221223,1
34.016576857,1
34.024932492,2
34.033288126,2
34.041643761,5
34.049999395,5
34.05835503,6
34.066710664,2
34.075066299,5
34.083421933,9
34.091777568,2
34.100133202,2
34.108488837,4
34.116844471,2
34.125200106,5
34.13355574,0
34.141911375,2
34.150267009,5
34.158622643,6
34.166978278,0
34.175333912,2
34.183689547,6
34.192045181,2
34.200400816,6
34.20875645,4
34.217112085,6
34.225467719,2
34.233823354,5
34.242178988,8
34.250534623,5
34.258890257,9
34.267245892,8
34.275601526,8
34.283957161,4
34.292312795,2
34.30066843,6
34.309024064,1
34.317379699,4
34.325735333,0
34.334090968,6
34.342446602,4
34.350802237,4
34.359157871,5
34.367513506,4
34.37586914,4
34.384224775,1
34.392580409,1
34.400936044,2
34.409291678,2
34.417647313,5
34.426002947,2
34.434358582,9
34.442714216,1
34.451069851,1
34.459425485,4
34.46778112,2
34.476136754,1
34.484492389,1
34.492848023,4
34.501203658,10
34.509559292,4
34.517914926,5
34.526270561,4
34.534626195,0
34.54298183,2
34.551337464,4
34.559693099,0
